	id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	D1|D1	D1|D2	D1|D3	D1|D4	D1|D5	D2|D1	D2|D2	D2|D3	D2|D4	D2|D5	D3|D1	D3|D2	D3|D3	D3|D4	D3|D5	D4|D1	D4|D2	D4|D3	D4|D4	D4|D5	D5|D1	D5|D2	D5|D3	D5|D4	D5|D5
329	CPI-SS01560CA22	CD99_PILRA	simple:P14209	simple:Q9UKJ1	ENSG00000002586	ENSG00000085514	True	False	True	curated	False	1.36																									
330	CPI-SS02A170A99	SPN_SIGLEC1	simple:P16150	simple:Q9BZZ2	ENSG00000197471	ENSG00000088827	True	False	False	curated	False	1.36																									
331	CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	ENSG00000134853	ENSG00000145431	True	True	False	curated	False	1.36																									
332	CPI-SS03A3EE72E	FLT4_PDGFC	simple:P35916	simple:Q9NRA1	ENSG00000037280	ENSG00000145431	True	True	False	guidetopharmacology.org	False	1.36																									
333	CPI-SS0E0DEA7D5	PECAM1_CD38	simple:P16284	simple:P28907	ENSG00000261371	ENSG00000004468	False	True	True	curated	False	1.36																									
334	CPI-SS006EED1C5	CD36_THBS2	simple:P16671	simple:P35442	ENSG00000135218	ENSG00000186340	False	True	False	curated	False	1.36																									
335	CPI-SS076940BCD	LGALS3_MERTK	simple:P17931	simple:Q12866	ENSG00000131981	ENSG00000153208	True	False	True	curated	False	1.36																									
336	CPI-SS0EDAE16B6	EPOR_KITLG	simple:P19235	simple:P21583	ENSG00000187266	ENSG00000049130	True	True	False	I2D	False	1.36																									
337	CPI-SS0073098F3	IL13_TMEM219	simple:P35225	simple:Q86XT9	ENSG00000169194	ENSG00000149932	True	False	True	IMEx,IntAct	False	1.36																									
338	CPI-SS0291D3D2E	PROC_PROCR	simple:P04070	simple:Q9UNN8	ENSG00000115718	ENSG00000101000	True	False	True	curated	False	1.36																									
339	CPI-SS018AC8F36	FTH1_SCARA5	simple:P02794	simple:Q6ZMJ2	ENSG00000167996	ENSG00000168079	False	False	True	curated	False	1.36																									
340	CPI-SC09484F060	PTGER4_ProstaglandinE2_byPTGES2	simple:P35408	complex:ProstaglandinE2_byPTGES2	ENSG00000171522		True	True	False	curated	False	1.36																									
341	CPI-SC0FE04B899	PTGER2_ProstaglandinE2_byPTGES2	simple:P43116	complex:ProstaglandinE2_byPTGES2	ENSG00000125384		True	True	False	curated	False	1.36																									
342	CPI-SC0976EF8E9	PTGER3_ProstaglandinE2_byPTGES3	simple:P43115	complex:ProstaglandinE2_byPTGES3	ENSG00000050628		True	True	False	curated	False	1.36																									
343	CPI-SC0EA880BEF	PTGER1_ProstaglandinE2_byPTGES3	simple:P34995	complex:ProstaglandinE2_byPTGES3	ENSG00000160951		True	True	False	curated	False	1.36																									
344	CPI-SC063B0B7DD	PTGER4_ProstaglandinE2_byPTGES3	simple:P35408	complex:ProstaglandinE2_byPTGES3	ENSG00000171522		True	True	False	curated	False	1.36																									
345	CPI-SC0AC1EFC2A	PTGER2_ProstaglandinE2_byPTGES3	simple:P43116	complex:ProstaglandinE2_byPTGES3	ENSG00000125384		True	True	False	curated	False	1.36																									
346	CPI-SC01BCB453C	PTGIR_Prostacyclin_byPTGIS	simple:P43119	complex:Prostacyclin_byPTGIS	ENSG00000160013		True	True	False	curated	False	1.36																									
347	CPI-SS055233B99	IHH_HHIP	simple:Q14623	simple:Q96QV1	ENSG00000163501	ENSG00000164161	True	False	False	curated	False	1.36																									
348	CPI-SS0F7A89A4F	SHH_HHIP	simple:Q15465	simple:Q96QV1	ENSG00000164690	ENSG00000164161	True	False	False	curated	False	1.36																									
349	CPI-SS0B0CF0EDF	TNFSF15_TNFRSF25	simple:O95150	simple:Q93038	ENSG00000181634	ENSG00000215788	True	False	True	curated	False	1.36																									
350	CPI-SS08A819670	CD70_GPRC5B	simple:P32970	simple:Q9NZH0	ENSG00000125726	ENSG00000167191	True	False	True	InnateDB-All	False	1.36																									
351	CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	ENSG00000112715	ENSG00000102755	True	False	True	curated	False	1.36																									
352	CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	ENSG00000112715	ENSG00000133216	True	False	True	I2D	False	1.36																									
353	CPI-SC0FDB4B6D9	GDF9_TGFR_BMPR2	simple:O60383	complex:TGFR_BMPR2	ENSG00000164404		True	False	True	curated	False	1.36																									
354	CPI-SS06301158F	DSCAM_NTN1	simple:O60469	simple:O95631	ENSG00000171587	ENSG00000065320	True	False	False	curated	False	1.36																									
355	CPI-SS0EB74F3FF	UNC5C_NTN1	simple:O95185	simple:O95631	ENSG00000182168	ENSG00000065320	True	True	False	curated	False	1.36																									
356	CPI-SS02B567BC7	PLXNC1_SEMA7A	simple:O60486	simple:O75326	ENSG00000136040	ENSG00000138623	False	True	False	curated	False	1.36																									
357	CPI-SS00577086D	FTL_SCARA5	simple:P02792	simple:Q6ZMJ2	ENSG00000087086	ENSG00000168079	False	False	True	curated	False	1.36																									
358	CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	ENSG00000135744	ENSG00000144891	True	False	True	curated	False	1.36																									
359	CPI-SS0E5593D5C	BMP8B_PLAUR	simple:P34820	simple:Q03405	ENSG00000116985	ENSG00000011422	True	False	True	InnateDB-All	False	1.36																									
360	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	ENSG00000122861	ENSG00000011422	True	False	True	curated	False	1.36																									
361	CPI-SS00581282E	C5_C5AR1	simple:P01031	simple:P21730	ENSG00000106804	ENSG00000197405	True	False	True	curated	False	1.36																									
362	CPI-SS03E7587E4	ADORA1_ENTPD1	simple:P30542	simple:P49961	ENSG00000163485	ENSG00000138185	False	True	False	curated	False	1.36																									
363	CPI-SS0EE09A201	CDH2_CDH2	simple:P19022	simple:P19022	ENSG00000170558	ENSG00000170558	False	False	False	curated	False	1.36																									
364	CPI-SS0FF6CFDCA	ADORA3_ENTPD1	simple:P0DMS8	simple:P49961	ENSG00000282608	ENSG00000138185	False	True	False	curated	False	1.36																									
365	CPI-SS0503D8A55	NTN1_UNC5A	simple:O95631	simple:Q6ZN44	ENSG00000065320	ENSG00000113763	True	False	True	curated	False	1.36																									
366	CPI-SS01D36DDFA	PTPRS_NTRK3	simple:Q13332	simple:Q16288	ENSG00000105426	ENSG00000140538	False	True	True	curated	False	1.36																									
367	CPI-SS020478ED6	ATP6AP2_REN	simple:O75787	simple:P00797	ENSG00000182220	ENSG00000143839	True	True	False	curated	False	1.36																									
368	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	ENSG00000145147	ENSG00000185008	True	False	True	curated	False	1.36																									
369	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	ENSG00000145147	ENSG00000169855	True	False	True	curated	False	1.36																									
370	CPI-SS080419763	RAMP3_ADM	simple:O60896	simple:P35318	ENSG00000122679	ENSG00000148926	True	True	False	curated	False	1.36																									
371	CPI-SS00C9DE87A	NTN1_UNC5B	simple:O95631	simple:Q8IZJ1	ENSG00000065320	ENSG00000107731	True	False	True	curated	False	1.36																									
372	CPI-SS0DA0F5556	CDH3_CDH3	simple:P22223	simple:P22223	ENSG00000062038	ENSG00000062038	False	False	False	curated	False	1.36																									
373	CPI-SS087BD262F	CXCR2_CXCL5	simple:P25025	simple:P42830	ENSG00000180871	ENSG00000163735	True	True	False	curated	False	1.36																									
374	CPI-SS03EACE0E0	MST1_MST1R	simple:P26927	simple:Q04912	ENSG00000173531	ENSG00000164078	True	False	True	curated	False	1.36																									
375	CPI-CC08F908F82	RAreceptor_RARA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.36																									
376	CPI-CC0C0E5D3E6	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.36																									
377	CPI-CC08CA59D0F	RAreceptor_RARB_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARB	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.36																									
378	CPI-CC054A62E24	RAreceptor_RARB_RXRB_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARB_RXRB	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.36																									
379	CPI-CC065EAD131	RAreceptor_RARG_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARG	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.36																									
380	CPI-CC0C253E5C0	RAreceptor_RARG_RXRG_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARG_RXRG	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.36																									
381	CPI-CC08689D69E	RAreceptor_RXRA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.36																									
382	CPI-CC0DACB3814	RAreceptor_RXRB_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRB	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.36																									
383	CPI-CC01013C167	RAreceptor_RXRG_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRG	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.36																									
384	CPI-CC026C4A350	RAreceptor_RARA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.36																									
385	CPI-CC006FA0683	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.36																									
386	CPI-CC07740C2C7	RAreceptor_RARB_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARB	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.36																									
387	CPI-CC0033B8550	RAreceptor_RARB_RXRB_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARB_RXRB	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.36																									
388	CPI-CC0B7305040	RAreceptor_RARG_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARG	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.36																									
389	CPI-CC04D4A2639	RAreceptor_RARG_RXRG_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARG_RXRG	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.36																									
390	CPI-CC03471D12E	RAreceptor_RXRA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.36																									
391	CPI-CC0EE65B390	RAreceptor_RXRB_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RXRB	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.36																									
392	CPI-SS0F2FBF1F6	ROBO3_NELL2	simple:Q96MS0	simple:Q99435	ENSG00000154134	ENSG00000184613	True	True	False	curated	False	1.36																									
393	CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ENSG00000149564	ENSG00000149564	False	False	False	curated	False	1.36																									
394	CPI-SC047CEF2DD	CRLF2_TSLPR	simple:Q9HC73	complex:TSLPR	ENSG00000205755		True	True	True	curated	False	1.36																									
395	CPI-SC090068F7B	TSLP_TSLPR	simple:Q969D9	complex:TSLPR	ENSG00000145777		True	False	True	curated	False	1.36																									
396	CPI-CC07EB70E9C	RAreceptor_RXRG_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RXRG	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.36																									
397	CPI-CC0D18F107A	RAreceptor_RXRB_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RXRB	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.36																									
398	CPI-SS0BA87E94E	GFRAL_GDF15	simple:Q6UXV0	simple:Q99988	ENSG00000187871	ENSG00000130513	True	True	False	guidetopharmacology.org	False	1.36																									
399	CPI-CC03F4523A8	RAreceptor_RXRA_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.36																									
400	CPI-CC08FFD9783	RAreceptor_RARG_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARG	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.36																									
401	CPI-CC02DA10AF1	RAreceptor_RARB_RXRB_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARB_RXRB	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.36																									
402	CPI-CC03D29A57A	RAreceptor_RARB_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARB	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.36																									
403	CPI-CC034CDFF5A	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.36																									
404	CPI-CC019B04ACA	RAreceptor_RARA_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.36																									
405	CPI-CC0B0EE8B92	RAreceptor_RXRG_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RXRG	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.36																									
406	CPI-CC0DB92A7C7	RAreceptor_RARG_RXRG_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARG_RXRG	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.36																									
407	CPI-SC00A2075DC	PTGER1_ProstaglandinE2_byPTGES2	simple:P34995	complex:ProstaglandinE2_byPTGES2	ENSG00000160951		True	True	False	curated	False	1.36																									
408	CPI-SS08C995EB4	CXCL17_GPR35	simple:Q6UXB2	simple:Q9HC97	ENSG00000189377	ENSG00000178623	True	False	True	guidetopharmacology.org	False	1.36																									
409	CPI-SS08EDE5442	IGFL2_IGFLR1	simple:Q6UWQ7	simple:Q9H665	ENSG00000204866	ENSG00000126246	True	False	True	curated	False	1.36																									
410	CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	ENSG00000013725	ENSG00000170017	True	False	False	curated	False	1.36																									
411	CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	ENSG00000092445	ENSG00000183087	True	True	False	curated	False	1.36																									
412	CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	ENSG00000153208	ENSG00000183087	True	True	False	curated	False	1.36																									
413	CPI-SS073C1B796	CD52_SIGLEC10	simple:P31358	simple:Q96LC7	ENSG00000169442	ENSG00000142512	True	False	False	curated	False	1.36																									
414	CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	ENSG00000179776	ENSG00000179776	False	False	False	curated	False	1.36																									
415	CPI-SS076FEB261	FLT3_FLT3LG	simple:P36888	simple:P49771	ENSG00000122025	ENSG00000090554	True	True	False	curated	False	1.36																									
416	CPI-SS06CBC985C	LTBR_LTB	simple:P36941	simple:Q06643	ENSG00000111321	ENSG00000227507	False	True	False	curated	False	1.36																									
417	CPI-SS066FE05CA	LEP_LEPR	simple:P41159	simple:P48357	ENSG00000174697	ENSG00000116678	True	False	True	curated	False	1.36																									
418	CPI-SS0B6643F31	XCR1_XCL1	simple:P46094	simple:P47992	ENSG00000173578	ENSG00000143184	True	True	False	curated	False	1.36																									
419	CPI-SS07B3139A0	NMU_NMUR2	simple:P48645	simple:Q9GZQ4	ENSG00000109255	ENSG00000132911	True	False	True	curated	False	1.36																									
420	CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	ENSG00000113361	ENSG00000113361	False	False	False	curated	False	1.36																									
421	CPI-SS06DF3325D	RELN_VLDLR	simple:P78509	simple:P98155	ENSG00000189056	ENSG00000147852	True	False	True	curated	False	1.36																									
422	CPI-SS0AD2A36FE	RELN_LRP8	simple:P78509	simple:Q14114	ENSG00000189056	ENSG00000157193	True	False	True	curated	False	1.36																									
423	CPI-SS0D5A3EC0A	LCN2_SLC22A17	simple:P80188	simple:Q8WUG5	ENSG00000148346	ENSG00000092096	True	False	True	curated	False	1.36																									
424	CPI-CS07CECBD31	PTCH_BOC_transmembrane_receptor_SHH	complex:PTCH_BOC_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.36																									
425	CPI-CS0F34B5B7B	PTCH_CDON_transmembrane_receptor_SHH	complex:PTCH_CDON_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.36																									
426	CPI-CS03FEC2D68	PTCH_GAS1_transmembrane_receptor_SHH	complex:PTCH_GAS1_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.36																									
427	CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	ENSG00000167613	ENSG00000186818	False	True	True	curated	False	1.36																									
428	CPI-SS005F1054E	UNC5B_NTN4	simple:Q8IZJ1	simple:Q9HB63	ENSG00000107731	ENSG00000074527	True	True	False	curated	False	1.36																									
429	CPI-SS0A1028EF5	UNC5D_NTN4	simple:Q6UXZ4	simple:Q9HB63	ENSG00000156687	ENSG00000074527	True	True	False	curated	False	1.36																									
430	CPI-SS070BE6035	NTRK2_NTN4	simple:Q16620	simple:Q9HB63	ENSG00000148053	ENSG00000074527	True	True	False	curated	False	1.36																									
431	CPI-SS0893BD6B6	IL16_GRIN2C	simple:Q14005	simple:Q14957	ENSG00000172349	ENSG00000161509	True	False	True	I2D	False	1.36																									
432	CPI-SC05C71E348	CD47_SIRB1_complex	simple:Q08722	complex:SIRB1_complex	ENSG00000196776		False	True	True	curated	False	1.36																									
433	CPI-SS033E857EB	VSTM1_ADGRG3	simple:Q6UX27	simple:Q86Y34	ENSG00000189068	ENSG00000182885	True	True	True	IMEx,IntAct	False	1.36																									
434	CPI-SS0E9015902	CD47_SIRPG	simple:Q08722	simple:Q9P1W8	ENSG00000196776	ENSG00000089012	False	True	False	curated	False	1.36																									
435	CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	ENSG00000134755	ENSG00000046604	False	False	False	curated	False	1.36																									
436	CPI-SS0B6F0C894	DSG2_DSC3	simple:Q14126	simple:Q14574	ENSG00000046604	ENSG00000134762	False	False	False	curated	False	1.36																									
437	CPI-CS0123BC66C	PlexinA1_complex2_SEMA6D	complex:PlexinA1_complex2	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	1.36																									
438	CPI-CS0BF157CD2	PTCH_GAS1_transmembrane_receptor_IHH	complex:PTCH_GAS1_transmembrane_receptor	simple:Q14623		ENSG00000163501	True	True	False	curated	False	1.36																									
439	CPI-CS09B610A66	PTCH_CDON_transmembrane_receptor_IHH	complex:PTCH_CDON_transmembrane_receptor	simple:Q14623		ENSG00000163501	True	True	False	curated	False	1.36																									
440	CPI-CS057F72411	PTCH_BOC_transmembrane_receptor_IHH	complex:PTCH_BOC_transmembrane_receptor	simple:Q14623		ENSG00000163501	True	True	False	curated	False	1.36																									
441	CPI-SS0B337B316	TEK_ANGPT1	simple:Q02763	simple:Q15389	ENSG00000120156	ENSG00000154188	True	True	False	curated	False	1.36																									
442	CPI-SC0588019E6	PTGER3_ProstaglandinE2_byPTGES2	simple:P43115	complex:ProstaglandinE2_byPTGES2	ENSG00000050628		True	True	False	curated	False	1.36																									
443	CPI-SC08932F30D	PTGER2_ProstaglandinE2_byPTGES	simple:P43116	complex:ProstaglandinE2_byPTGES	ENSG00000125384		True	True	False	curated	False	1.36																									
444	CPI-SC081B8028B	PTGER4_ProstaglandinE2_byPTGES	simple:P35408	complex:ProstaglandinE2_byPTGES	ENSG00000171522		True	True	False	curated	False	1.36																									
445	CPI-CS0900D8465	NKG2D_II_receptor_RAET1E	complex:NKG2D_II_receptor	simple:Q8TD07		ENSG00000164520	True	True	False	curated	False	1.36																									
446	CPI-CS0CF4B0B76	NKG2D_II_receptor_ULBP2	complex:NKG2D_II_receptor	simple:Q9BZM5		ENSG00000131015	True	True	False	curated	False	1.36																									
447	CPI-CS036E570BB	NKG2D_II_receptor_ULBP1	complex:NKG2D_II_receptor	simple:Q9BZM6		ENSG00000111981	False	True	True	curated	False	1.36																									
448	CPI-SS0A81A3626	WNT7A_LDLR	simple:O00755	simple:P01130	ENSG00000154764	ENSG00000130164	True	False	True	InnateDB-All	False	1.36																									
449	CPI-SS0A69F13A3	WNT4_SMO	simple:P56705	simple:Q99835	ENSG00000162552	ENSG00000128602	True	False	True	I2D	False	1.36																									
450	CPI-SS016B7C7D6	BMP2_SMO	simple:P12643	simple:Q99835	ENSG00000125845	ENSG00000128602	True	False	True	I2D	False	1.36																									
451	CPI-SS075189979	AGRN_NCAM1	simple:O00468	simple:P13591	ENSG00000188157	ENSG00000149294	True	False	True	curated	False	1.36																									
452	CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	ENSG00000077782	ENSG00000149294	True	True	True	curated	False	1.36																									
453	CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	ENSG00000198719	ENSG00000134250	False	False	True	curated	False	1.36																									
454	CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000204301	False	False	True	curated	False	1.36																									
455	CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000204301	False	False	True	curated	False	1.36																									
456	CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	ENSG00000198719	ENSG00000074181	False	False	True	curated	False	1.36																									
457	CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	ENSG00000101384	ENSG00000074181	False	False	True	curated	False	1.36																									
458	CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	ENSG00000128917	ENSG00000074181	False	False	True	curated	False	1.36																									
459	CPI-SS035E5A708	DLL3_NOTCH3	simple:Q9NYJ7	simple:Q9UM47	ENSG00000090932	ENSG00000074181	False	False	True	curated	False	1.36																									
460	CPI-SS0BFB29A42	PLXNB2_PTN	simple:O15031	simple:P21246	ENSG00000196576	ENSG00000105894	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.36																									
461	CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	ENSG00000196576	ENSG00000187764	False	True	True	curated	False	1.36																									
462	CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	ENSG00000135414		True	False	True	curated	False	1.36																									
463	CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	ENSG00000240972	ENSG00000173530	True	False	True	I2D,IntAct	False	1.36																									
464	CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	ENSG00000121858	ENSG00000173530	True	False	True	curated	False	1.36																									
465	CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	ENSG00000186265	ENSG00000157873	False	True	True	curated	False	1.36																									
466	CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	ENSG00000240972	ENSG00000157873	True	False	True	I2D,IntAct	False	1.36																									
467	CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	ENSG00000117281	ENSG00000157873	False	True	True	curated	False	1.36																									
468	CPI-CS06BF2DA72	NKG2D_II_receptor_RAET1L	complex:NKG2D_II_receptor	simple:Q5VY80		ENSG00000155918	False	True	False	curated	False	1.36																									
469	CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	ENSG00000125735	ENSG00000157873	True	False	True	curated	False	1.36																									
470	CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	ENSG00000125735	ENSG00000111321	True	False	True	curated	False	1.36																									
471	CPI-SS03156A825	LTA_LTBR	simple:P01374	simple:P36941	ENSG00000226979	ENSG00000111321	True	False	True	I2D	False	1.36																									
472	CPI-SS0C0A61F92	PLXNB2_SEMA4G	simple:O15031	simple:Q9NTN9	ENSG00000196576	ENSG00000095539	False	True	False	curated	False	1.36																									
473	CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	ENSG00000137101	ENSG00000187764	False	False	True	curated	False	1.36																									
474	CPI-SS059EC4FAE	PTPRC_SEMA4D	simple:P08575	simple:Q92854	ENSG00000081237	ENSG00000187764	False	False	True	curated	False	1.36																									
475	CPI-SS0CCCF7C69	PLXNB1_SEMA4D	simple:O43157	simple:Q92854	ENSG00000164050	ENSG00000187764	True	True	True	curated	False	1.36																									
476	CPI-SS0110361CB	LTA_TNFRSF14	simple:P01374	simple:Q92956	ENSG00000226979	ENSG00000157873	True	False	True	curated	False	1.36																									
477	CPI-SC023986FB9	MSTN_TGFR_AVR2A	simple:O14793	complex:TGFR_AVR2A	ENSG00000138379		True	False	True	curated	False	1.36																									
478	CPI-CS0125C709C	NKG2D_II_receptor_MICA	complex:NKG2D_II_receptor	simple:Q29983		ENSG00000204520	False	True	False	curated	False	1.36																									
479	CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	ENSG00000114251	ENSG00000169071	True	False	True	curated	False	1.36																									
480	CPI-SS0F103D7A7	WNT9A_SFRP5	simple:O14904	simple:Q5T4F7	ENSG00000143816	ENSG00000120057	True	False	False	curated	False	1.36																									
481	CPI-SS0102731DE	WNT11_SFRP5	simple:O96014	simple:Q5T4F7	ENSG00000085741	ENSG00000120057	True	False	False	curated	False	1.36																									
482	CPI-SS0D5AAA463	WNT4_SFRP5	simple:P56705	simple:Q5T4F7	ENSG00000162552	ENSG00000120057	True	False	False	curated	False	1.36																									
483	CPI-SS0E161B905	WNT7B_SFRP5	simple:P56706	simple:Q5T4F7	ENSG00000188064	ENSG00000120057	True	False	False	curated	False	1.36																									
484	CPI-SS0A21B9682	WNT5A_SFRP4	simple:P41221	simple:Q6FHJ7	ENSG00000114251	ENSG00000106483	True	False	False	curated	False	1.36																									
485	CPI-SS001D0E553	WNT7A_SFRP4	simple:O00755	simple:Q6FHJ7	ENSG00000154764	ENSG00000106483	True	False	False	curated	False	1.36																									
486	CPI-SS042439610	WNT9A_SFRP4	simple:O14904	simple:Q6FHJ7	ENSG00000143816	ENSG00000106483	True	False	False	curated	False	1.36																									
487	CPI-SS062CEFDBE	WNT11_SFRP4	simple:O96014	simple:Q6FHJ7	ENSG00000085741	ENSG00000106483	True	False	False	curated	False	1.36																									
488	CPI-SS0514C14A6	WNT4_SFRP4	simple:P56705	simple:Q6FHJ7	ENSG00000162552	ENSG00000106483	True	False	False	curated	False	1.36																									
489	CPI-SS050373228	WNT7B_SFRP4	simple:P56706	simple:Q6FHJ7	ENSG00000188064	ENSG00000106483	True	False	False	curated	False	1.36																									
490	CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	ENSG00000169429	ENSG00000180871	True	False	True	curated	False	1.36																									
491	CPI-SS02ADD742C	WNT7A_SFRP1	simple:O00755	simple:Q8N474	ENSG00000154764	ENSG00000104332	True	False	False	curated	False	1.36																									
492	CPI-SS0A93EEAEB	WNT9A_SFRP1	simple:O14904	simple:Q8N474	ENSG00000143816	ENSG00000104332	True	False	False	curated	False	1.36																									
493	CPI-SS0429E615A	WNT11_SFRP1	simple:O96014	simple:Q8N474	ENSG00000085741	ENSG00000104332	True	False	False	curated	False	1.36																									
