	id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	D1|D1	D1|D2	D1|D3	D1|D4	D2|D1	D2|D2	D2|D3	D2|D4	D3|D1	D3|D2	D3|D3	D3|D4	D4|D1	D4|D2	D4|D3	D4|D4
332	CPI-SC0D782CD93	THRA_Triiodothyronine_byDIO3	simple:P10827	complex:Triiodothyronine_byDIO3	ENSG00000126351		True	True	False	curated	False	1.5																
333	CPI-SS0B0E09B1C	CTLA4_CD86	simple:P16410	simple:P42081	ENSG00000163599	ENSG00000114013	False	False	True	curated	False	1.5																
334	CPI-SS077D7365D	CD28_CD86	simple:P10747	simple:P42081	ENSG00000178562	ENSG00000114013	False	False	True	curated	False	1.5																
335	CPI-SS0EDAE16B6	EPOR_KITLG	simple:P19235	simple:P21583	ENSG00000187266	ENSG00000049130	True	True	False	I2D	False	1.5																
336	CPI-SS02D7A1DDE	KIT_KITLG	simple:P10721	simple:P21583	ENSG00000157404	ENSG00000049130	True	True	False	curated	False	1.5																
337	CPI-SC0F0F8F51F	AR_Testosterone_byHSD17B3	simple:P10275	complex:Testosterone_byHSD17B3	ENSG00000169083		True	True	False	curated	False	1.5																
338	CPI-SC0AEDA1E97	THRB_Triiodothyronine_byDIO3	simple:P10828	complex:Triiodothyronine_byDIO3	ENSG00000151090		True	False	False	curated	False	1.5																
339	CPI-SC09F8C9859	AR_Testosterone_byHSD17B12	simple:P10275	complex:Testosterone_byHSD17B12	ENSG00000169083		True	True	False	curated	False	1.5																
340	CPI-SS08719F19E	APELA_APLNR	simple:P0DMC3	simple:P35414	ENSG00000248329	ENSG00000134817	True	False	True	curated	False	1.5																
341	CPI-CS061152023	PDGFR_complex_PDGFD	complex:PDGFR_complex	simple:Q9GZP0		ENSG00000170962	True	True	False	curated	False	1.5																
342	CPI-SS0D954EA1C	PDGFRB_PDGFD	simple:P09619	simple:Q9GZP0	ENSG00000113721	ENSG00000170962	True	True	False	curated	False	1.5																
343	CPI-SS07F60834D	MET_HGF	simple:P08581	simple:P14210	ENSG00000105976	ENSG00000019991	True	True	False	curated	False	1.5																
344	CPI-SS0DFA98A14	CSF1R_IL34	simple:P07333	simple:Q6ZMJ4	ENSG00000182578	ENSG00000157368	True	True	False	curated	False	1.5																
345	CPI-SS0B01CF3AB	CSF1R_CSF1	simple:P07333	simple:P09603	ENSG00000182578	ENSG00000184371	True	True	False	curated	False	1.5																
346	CPI-SC0FC822E8D	AR_Testosterone_byAKR1D1	simple:P10275	complex:Testosterone_byAKR1D1	ENSG00000169083		True	True	False	curated	False	1.5																
347	CPI-SS0E654708F	UCN_CRHR2	simple:P55089	simple:Q13324	ENSG00000163794	ENSG00000106113	True	False	True	curated	False	1.5																
348	CPI-SS03339363E	HLA-E_KLRK1	simple:P13747	simple:P26718	ENSG00000204592	ENSG00000213809	False	False	True	curated	False	1.5																
349	CPI-SS015E1E2C6	SELP_CD34	simple:P16109	simple:P28906	ENSG00000174175	ENSG00000174059	False	False	False	curated	False	1.5																
350	CPI-SS076940BCD	LGALS3_MERTK	simple:P17931	simple:Q12866	ENSG00000131981	ENSG00000153208	True	False	True	curated	False	1.5																
351	CPI-SS006EED1C5	CD36_THBS2	simple:P16671	simple:P35442	ENSG00000135218	ENSG00000186340	False	True	False	curated	False	1.5																
352	CPI-SS0E0DEA7D5	PECAM1_CD38	simple:P16284	simple:P28907	ENSG00000261371	ENSG00000004468	False	True	True	curated	False	1.5																
353	CPI-SS0273C9AED	KDR_VEGFC	simple:P35968	simple:P49767	ENSG00000128052	ENSG00000150630	True	True	False	curated	False	1.5																
354	CPI-SS0F972435E	FLT4_VEGFC	simple:P35916	simple:P49767	ENSG00000037280	ENSG00000150630	True	True	False	curated	False	1.5																
355	CPI-SS03A3EE72E	FLT4_PDGFC	simple:P35916	simple:Q9NRA1	ENSG00000037280	ENSG00000145431	True	True	False	guidetopharmacology.org	False	1.5																
356	CPI-SS0EB5AEC83	SELL_CD34	simple:P14151	simple:P28906	ENSG00000188404	ENSG00000174059	False	False	False	curated	False	1.5																
357	CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	ENSG00000134853	ENSG00000145431	True	True	False	curated	False	1.5																
358	CPI-SS01560CA22	CD99_PILRA	simple:P14209	simple:Q9UKJ1	ENSG00000002586	ENSG00000085514	True	False	True	curated	False	1.5																
359	CPI-SS06ABF2F5A	SELP_CD24	simple:P16109	simple:P25063	ENSG00000174175	ENSG00000272398	False	False	False	curated	False	1.5																
360	CPI-SS0C2C89A41	SELP_PODXL2	simple:P16109	simple:Q9NZ53	ENSG00000174175	ENSG00000114631	False	False	False	curated	False	1.5																
361	CPI-SS0D8CC2248	SELL_PODXL2	simple:P14151	simple:Q9NZ53	ENSG00000188404	ENSG00000114631	False	False	False	curated	False	1.5																
362	CPI-SS02B7540B0	SELP_SELPLG	simple:P16109	simple:Q14242	ENSG00000174175	ENSG00000110876	False	False	True	curated	False	1.5																
363	CPI-SS087321EB5	SELL_SELPLG	simple:P14151	simple:Q14242	ENSG00000188404	ENSG00000110876	False	False	True	curated	False	1.5																
364	CPI-SS02A170A99	SPN_SIGLEC1	simple:P16150	simple:Q9BZZ2	ENSG00000197471	ENSG00000088827	True	False	False	curated	False	1.5																
365	CPI-SS0EE09A201	CDH2_CDH2	simple:P19022	simple:P19022	ENSG00000170558	ENSG00000170558	False	False	False	curated	False	1.5																
366	CPI-SS0AC66088D	CEACAM5_CD1D	simple:P06731	simple:P15813	ENSG00000105388	ENSG00000158473	False	False	False	curated	False	1.5																
367	CPI-SS00B1BEE64	CD2_CD58	simple:P06729	simple:P19256	ENSG00000116824	ENSG00000116815	False	True	False	curated	False	1.5																
368	CPI-SS01D36DDFA	PTPRS_NTRK3	simple:Q13332	simple:Q16288	ENSG00000105426	ENSG00000140538	False	True	True	curated	False	1.5																
369	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	ENSG00000145147	ENSG00000169855	True	False	True	curated	False	1.5																
370	CPI-SS027028983	SLIT1_ROBO1	simple:O75093	simple:Q9Y6N7	ENSG00000187122	ENSG00000169855	True	False	True	curated	False	1.5																
371	CPI-SS080419763	RAMP3_ADM	simple:O60896	simple:P35318	ENSG00000122679	ENSG00000148926	True	True	False	curated	False	1.5																
372	CPI-SS02B567BC7	PLXNC1_SEMA7A	simple:O60486	simple:O75326	ENSG00000136040	ENSG00000138623	False	True	False	curated	False	1.5																
373	CPI-SS0EB74F3FF	UNC5C_NTN1	simple:O95185	simple:O95631	ENSG00000182168	ENSG00000065320	True	True	False	curated	False	1.5																
374	CPI-SS04F1CBF06	NTN1_DCC	simple:O95631	simple:P43146	ENSG00000065320	ENSG00000187323	True	False	True	curated	False	1.5																
375	CPI-SS0C694CB44	VEGFA_GRIN2B	simple:P15692	simple:Q13224	ENSG00000112715	ENSG00000273079	True	False	True	I2D	False	1.5																
376	CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	ENSG00000112715	ENSG00000102755	True	False	True	curated	False	1.5																
377	CPI-SS08A819670	CD70_GPRC5B	simple:P32970	simple:Q9NZH0	ENSG00000125726	ENSG00000167191	True	False	True	InnateDB-All	False	1.5																
378	CPI-SS0B0CF0EDF	TNFSF15_TNFRSF25	simple:O95150	simple:Q93038	ENSG00000181634	ENSG00000215788	True	False	True	curated	False	1.5																
379	CPI-SS0F7A89A4F	SHH_HHIP	simple:Q15465	simple:Q96QV1	ENSG00000164690	ENSG00000164161	True	False	False	curated	False	1.5																
380	CPI-SS055233B99	IHH_HHIP	simple:Q14623	simple:Q96QV1	ENSG00000163501	ENSG00000164161	True	False	False	curated	False	1.5																
381	CPI-SS07C846DEE	DHH_HHIP	simple:O43323	simple:Q96QV1	ENSG00000139549	ENSG00000164161	True	False	False	curated	False	1.5																
382	CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	ENSG00000112715	ENSG00000133216	True	False	True	I2D	False	1.5																
383	CPI-SS0B537DD3F	CEACAM5_CEACAM1	simple:P06731	simple:P13688	ENSG00000105388	ENSG00000079385	True	False	False	curated	False	1.5																
384	CPI-SS0503D8A55	NTN1_UNC5A	simple:O95631	simple:Q6ZN44	ENSG00000065320	ENSG00000113763	True	False	True	curated	False	1.5																
385	CPI-SS0FF6CFDCA	ADORA3_ENTPD1	simple:P0DMS8	simple:P49961	ENSG00000282608	ENSG00000138185	False	True	False	curated	False	1.5																
386	CPI-SS047CD2E9F	TNFSF9_ADGRG5	simple:P41273	simple:Q8IZF4	ENSG00000125657	ENSG00000159618	True	False	True	InnateDB-All	False	1.5																
387	CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	ENSG00000125657	ENSG00000049249	True	False	True	curated	False	1.5																
388	CPI-SS0291D3D2E	PROC_PROCR	simple:P04070	simple:Q9UNN8	ENSG00000115718	ENSG00000101000	True	False	True	curated	False	1.5																
389	CPI-SS018AC8F36	FTH1_SCARA5	simple:P02794	simple:Q6ZMJ2	ENSG00000167996	ENSG00000168079	False	False	True	curated	False	1.5																
390	CPI-SS00577086D	FTL_SCARA5	simple:P02792	simple:Q6ZMJ2	ENSG00000087086	ENSG00000168079	False	False	True	curated	False	1.5																
391	CPI-SS0A6D0C1BA	TF_TFR2	simple:P02787	simple:Q9UP52	ENSG00000091513	ENSG00000106327	True	False	True	curated	False	1.5																
392	CPI-SS00C9DE87A	NTN1_UNC5B	simple:O95631	simple:Q8IZJ1	ENSG00000065320	ENSG00000107731	True	False	True	curated	False	1.5																
393	CPI-SS0ABEE4D3D	RBP4_STRA6	simple:P02753	simple:Q9BX79	ENSG00000138207	ENSG00000137868	True	False	True	curated	False	1.5																
394	CPI-SS075D9B9AD	KNG1_BDKRB1	simple:P01042	simple:P46663	ENSG00000113889	ENSG00000100739	True	False	True	curated	False	1.5																
395	CPI-SS0F21F1570	KNG1_BDKRB2	simple:P01042	simple:P30411	ENSG00000113889	ENSG00000168398	True	False	True	curated	False	1.5																
396	CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	ENSG00000135744	ENSG00000144891	True	False	True	curated	False	1.5																
397	CPI-SS00581282E	C5_C5AR1	simple:P01031	simple:P21730	ENSG00000106804	ENSG00000197405	True	False	True	curated	False	1.5																
398	CPI-SS03E7587E4	ADORA1_ENTPD1	simple:P30542	simple:P49961	ENSG00000163485	ENSG00000138185	False	True	False	curated	False	1.5																
399	CPI-SS079728E8B	ADORA2B_ENTPD1	simple:P29275	simple:P49961	ENSG00000170425	ENSG00000138185	False	True	False	curated	False	1.5																
400	CPI-SS0C1F25516	CD8A_CEACAM5	simple:P01732	simple:P06731	ENSG00000153563	ENSG00000105388	True	True	False	curated	False	1.5																
401	CPI-SC03021510C	DHH_PTCH_GAS1_transmembrane_receptor	simple:O43323	complex:PTCH_GAS1_transmembrane_receptor	ENSG00000139549		True	False	True	curated	False	1.5																
402	CPI-SS02A8BD654	TAC1_TACR1	simple:P20366	simple:P25103	ENSG00000006128	ENSG00000115353	True	False	True	curated	False	1.5																
403	CPI-SS0DA0F5556	CDH3_CDH3	simple:P22223	simple:P22223	ENSG00000062038	ENSG00000062038	False	False	False	curated	False	1.5																
404	CPI-CC08F908F82	RAreceptor_RARA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.5																
405	CPI-SC0A1E8C5F6	RORB_atRetinoicAcid_byALDH1A1	simple:Q92753	complex:atRetinoicAcid_byALDH1A1	ENSG00000198963		True	True	False	curated	False	1.5																
406	CPI-SS025C8F785	CLEC2B_KLRF1	simple:Q92478	simple:Q9NZS2	ENSG00000110852	ENSG00000150045	False	True	True	curated	False	1.5																
407	CPI-SS08C995EB4	CXCL17_GPR35	simple:Q6UXB2	simple:Q9HC97	ENSG00000189377	ENSG00000178623	True	False	True	guidetopharmacology.org	False	1.5																
408	CPI-SS0327E1782	IGFL3_IGFLR1	simple:Q6UXB1	simple:Q9H665	ENSG00000188624	ENSG00000126246	True	False	True	curated	False	1.5																
409	CPI-SS08EDE5442	IGFL2_IGFLR1	simple:Q6UWQ7	simple:Q9H665	ENSG00000204866	ENSG00000126246	True	False	True	curated	False	1.5																
410	CPI-CC0C0E5D3E6	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.5																
411	CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	ENSG00000167613	ENSG00000186818	False	True	True	curated	False	1.5																
412	CPI-SS0A1028EF5	UNC5D_NTN4	simple:Q6UXZ4	simple:Q9HB63	ENSG00000156687	ENSG00000074527	True	True	False	curated	False	1.5																
413	CPI-SS070BE6035	NTRK2_NTN4	simple:Q16620	simple:Q9HB63	ENSG00000148053	ENSG00000074527	True	True	False	curated	False	1.5																
414	CPI-SS0F856A80F	KISS1_KISS1R	simple:Q15726	simple:Q969F8	ENSG00000170498	ENSG00000116014	True	False	True	guidetopharmacology.org	False	1.5																
415	CPI-SS083E7D88C	CRHR2_UCN2	simple:Q13324	simple:Q96RP3	ENSG00000106113	ENSG00000145040	True	True	False	curated	False	1.5																
416	CPI-SS02EDE5894	CRHR2_UCN3	simple:Q13324	simple:Q969E3	ENSG00000106113	ENSG00000178473	True	True	False	curated	False	1.5																
417	CPI-SC05C71E348	CD47_SIRB1_complex	simple:Q08722	complex:SIRB1_complex	ENSG00000196776		False	True	True	curated	False	1.5																
418	CPI-SS005F1054E	UNC5B_NTN4	simple:Q8IZJ1	simple:Q9HB63	ENSG00000107731	ENSG00000074527	True	True	False	curated	False	1.5																
419	CPI-SS0E9015902	CD47_SIRPG	simple:Q08722	simple:Q9P1W8	ENSG00000196776	ENSG00000089012	False	True	False	curated	False	1.5																
420	CPI-CC065EAD131	RAreceptor_RARG_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARG	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.5																
421	CPI-CC0DACB3814	RAreceptor_RXRB_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRB	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.5																
422	CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ENSG00000149564	ENSG00000149564	False	False	False	curated	False	1.5																
423	CPI-SS05A8552D7	EDA_EDAR	simple:Q92838	simple:Q9UNE0	ENSG00000158813	ENSG00000135960	True	False	True	guidetopharmacology.org	False	1.5																
424	CPI-CC0D18F107A	RAreceptor_RXRB_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RXRB	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.5																
425	CPI-CC03F4523A8	RAreceptor_RXRA_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.5																
426	CPI-CC08FFD9783	RAreceptor_RARG_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARG	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.5																
427	CPI-CC034CDFF5A	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.5																
428	CPI-CC08689D69E	RAreceptor_RXRA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.5																
429	CPI-CC019B04ACA	RAreceptor_RARA_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.5																
430	CPI-CC0EE65B390	RAreceptor_RXRB_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RXRB	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.5																
431	CPI-CC03471D12E	RAreceptor_RXRA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.5																
432	CPI-CC0B7305040	RAreceptor_RARG_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARG	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.5																
433	CPI-CC006FA0683	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.5																
434	CPI-CC026C4A350	RAreceptor_RARA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.5																
435	CPI-SC0AD976083	RORB_atRetinoicAcid_byALDH1A2	simple:Q92753	complex:atRetinoicAcid_byALDH1A2	ENSG00000198963		True	True	False	curated	False	1.5																
436	CPI-SC061B08F44	RORB_atRetinoicAcid_byALDH1A3	simple:Q92753	complex:atRetinoicAcid_byALDH1A3	ENSG00000198963		True	True	False	curated	False	1.5																
437	CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	ENSG00000127129	ENSG00000151617	True	False	True	guidetopharmacology.org	False	1.5																
438	CPI-SS09D5B5F9C	LRP1_ERFE	simple:Q07954	simple:Q4G0M1	ENSG00000123384	ENSG00000178752	True	True	False	InnateDB-All	False	1.5																
439	CPI-SS08B94BEB2	DSC1_DSG2	simple:Q08554	simple:Q14126	ENSG00000134765	ENSG00000046604	False	False	False	curated	False	1.5																
440	CPI-SS0974EB232	ACKR1_CCL17	simple:Q16570	simple:Q92583	ENSG00000213088	ENSG00000102970	True	True	False	I2D	False	1.5																
441	CPI-SS0EF1A7415	CCR4_CCL17	simple:P51679	simple:Q92583	ENSG00000183813	ENSG00000102970	True	True	False	curated	False	1.5																
442	CPI-SS06CBC985C	LTBR_LTB	simple:P36941	simple:Q06643	ENSG00000111321	ENSG00000227507	False	True	False	curated	False	1.5																
443	CPI-SS076FEB261	FLT3_FLT3LG	simple:P36888	simple:P49771	ENSG00000122025	ENSG00000090554	True	True	False	curated	False	1.5																
444	CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	ENSG00000179776	ENSG00000179776	False	False	False	curated	False	1.5																
445	CPI-SS073C1B796	CD52_SIGLEC10	simple:P31358	simple:Q96LC7	ENSG00000169442	ENSG00000142512	True	False	False	curated	False	1.5																
446	CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	ENSG00000113361	ENSG00000113361	False	False	False	curated	False	1.5																
447	CPI-SS0ED38D1E3	SSTR2_SST	simple:P30874	simple:P61278	ENSG00000180616	ENSG00000157005	True	True	False	curated	False	1.5																
448	CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	ENSG00000092445	ENSG00000183087	True	True	False	curated	False	1.5																
449	CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	ENSG00000013725	ENSG00000170017	True	False	False	curated	False	1.5																
450	CPI-SS03EACE0E0	MST1_MST1R	simple:P26927	simple:Q04912	ENSG00000173531	ENSG00000164078	True	False	True	curated	False	1.5																
451	CPI-SS0C7915758	CXCR2_CXCL6	simple:P25025	simple:P80162	ENSG00000180871	ENSG00000124875	True	True	False	curated	False	1.5																
452	CPI-SS087BD262F	CXCR2_CXCL5	simple:P25025	simple:P42830	ENSG00000180871	ENSG00000163735	True	True	False	curated	False	1.5																
453	CPI-SS04456F441	TNFSF4_TNFRSF4	simple:P23510	simple:P43489	ENSG00000117586	ENSG00000186827	False	False	True	curated	False	1.5																
454	CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	ENSG00000153208	ENSG00000183087	True	True	False	curated	False	1.5																
455	CPI-SS0B337B316	TEK_ANGPT1	simple:Q02763	simple:Q15389	ENSG00000120156	ENSG00000154188	True	True	False	curated	False	1.5																
456	CPI-SS095DCA7F7	LILRA4_BST2	simple:P59901	simple:Q10589	ENSG00000239961	ENSG00000130303	False	True	False	curated	False	1.5																
457	CPI-SS0AD2A36FE	RELN_LRP8	simple:P78509	simple:Q14114	ENSG00000189056	ENSG00000157193	True	False	True	curated	False	1.5																
458	CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	ENSG00000134755	ENSG00000046604	False	False	False	curated	False	1.5																
459	CPI-CS0F3C15BCC	ProstaglandinD2_byAKR1C3_PTGDR	complex:ProstaglandinD2_byAKR1C3	simple:Q13258		ENSG00000168229	True	False	True	curated	False	1.5																
460	CPI-CS0123BC66C	PlexinA1_complex2_SEMA6D	complex:PlexinA1_complex2	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	1.5																
461	CPI-CS0C57A3081	PlexinA1_complex1_SEMA6D	complex:PlexinA1_complex1	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	1.5																
462	CPI-CS0BF157CD2	PTCH_GAS1_transmembrane_receptor_IHH	complex:PTCH_GAS1_transmembrane_receptor	simple:Q14623		ENSG00000163501	True	True	False	curated	False	1.5																
463	CPI-CS09B610A66	PTCH_CDON_transmembrane_receptor_IHH	complex:PTCH_CDON_transmembrane_receptor	simple:Q14623		ENSG00000163501	True	True	False	curated	False	1.5																
464	CPI-SS06DF3325D	RELN_VLDLR	simple:P78509	simple:P98155	ENSG00000189056	ENSG00000147852	True	False	True	curated	False	1.5																
465	CPI-CS057F72411	PTCH_BOC_transmembrane_receptor_IHH	complex:PTCH_BOC_transmembrane_receptor	simple:Q14623		ENSG00000163501	True	True	False	curated	False	1.5																
466	CPI-CS0F34B5B7B	PTCH_CDON_transmembrane_receptor_SHH	complex:PTCH_CDON_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.5																
467	CPI-CS07CECBD31	PTCH_BOC_transmembrane_receptor_SHH	complex:PTCH_BOC_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.5																
468	CPI-CS0E63C11C2	PTCH2_GAS1_transmembrane_receptor_SHH	complex:PTCH2_GAS1_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.5																
469	CPI-CS0E91836A4	PTCH2_CDON_transmembrane_receptor_SHH	complex:PTCH2_CDON_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.5																
470	CPI-CS07D2364C3	PTCH2_BOC_transmembrane_receptor_SHH	complex:PTCH2_BOC_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.5																
471	CPI-SS0D5A3EC0A	LCN2_SLC22A17	simple:P80188	simple:Q8WUG5	ENSG00000148346	ENSG00000092096	True	False	True	curated	False	1.5																
472	CPI-CS03FEC2D68	PTCH_GAS1_transmembrane_receptor_SHH	complex:PTCH_GAS1_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.5																
473	CPI-SC0ABE55781	DHH_PTCH_CDON_transmembrane_receptor	simple:O43323	complex:PTCH_CDON_transmembrane_receptor	ENSG00000139549		True	False	True	curated	False	1.5																
474	CPI-SC006556DF8	DHH_PTCH_BOC_transmembrane_receptor	simple:O43323	complex:PTCH_BOC_transmembrane_receptor	ENSG00000139549		True	False	True	curated	False	1.5																
475	CPI-SC0AC1EFC2A	PTGER2_ProstaglandinE2_byPTGES3	simple:P43116	complex:ProstaglandinE2_byPTGES3	ENSG00000125384		True	True	False	curated	False	1.5																
476	CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	ENSG00000117281	ENSG00000157873	False	True	True	curated	False	1.5																
477	CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	ENSG00000125735	ENSG00000157873	True	False	True	curated	False	1.5																
478	CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	ENSG00000125735	ENSG00000111321	True	False	True	curated	False	1.5																
479	CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	ENSG00000112715	ENSG00000128052	True	False	True	curated	False	1.5																
480	CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	ENSG00000137101	ENSG00000187764	False	False	True	curated	False	1.5																
481	CPI-SS059EC4FAE	PTPRC_SEMA4D	simple:P08575	simple:Q92854	ENSG00000081237	ENSG00000187764	False	False	True	curated	False	1.5																
482	CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	ENSG00000240972	ENSG00000157873	True	False	True	I2D,IntAct	False	1.5																
483	CPI-SS0CCCF7C69	PLXNB1_SEMA4D	simple:O43157	simple:Q92854	ENSG00000164050	ENSG00000187764	True	True	True	curated	False	1.5																
484	CPI-SS0BFB29A42	PLXNB2_PTN	simple:O15031	simple:P21246	ENSG00000196576	ENSG00000105894	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.5																
485	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	ENSG00000185559	ENSG00000074181	False	False	True	curated	False	1.5																
486	CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	ENSG00000198719	ENSG00000074181	False	False	True	curated	False	1.5																
487	CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	ENSG00000185559	ENSG00000204301	False	False	True	curated	False	1.5																
488	CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000204301	False	False	True	curated	False	1.5																
489	CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	ENSG00000185559	ENSG00000134250	False	False	True	curated	False	1.5																
490	CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	ENSG00000196576	ENSG00000187764	False	True	True	curated	False	1.5																
491	CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	ENSG00000198719	ENSG00000134250	False	False	True	curated	False	1.5																
492	CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	ENSG00000121858	ENSG00000173530	True	False	True	curated	False	1.5																
493	CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	ENSG00000135414		True	False	True	curated	False	1.5																
494	CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	ENSG00000128567	ENSG00000188404	False	False	False	curated	False	1.5																
495	CPI-SS016FD0C8A	RNASET2_TLR8	simple:O00584	simple:Q9NR97	ENSG00000026297	ENSG00000101916	True	False	True	curated	False	1.5																
496	CPI-SS00F282936	CXCR6_CXCL16	simple:O00574	simple:Q9H2A7	ENSG00000172215	ENSG00000161921	True	True	True	curated	False	1.5																
497	CPI-SS0DF5E47DB	SCGB3A1_MARCO	simple:Q96QR1	simple:Q9UEW3	ENSG00000161055	ENSG00000019169	True	False	True	I2D,InnateDB-All	False	1.5																
498	CPI-SS07D56EB05	CMKLR1_RARRES2	simple:Q99788	simple:Q99969	ENSG00000174600	ENSG00000106538	True	True	False	curated	False	1.5																
499	CPI-SS095463C07	CCRL2_RARRES2	simple:O00421	simple:Q99969	ENSG00000121797	ENSG00000106538	True	True	False	curated	False	1.5																
500	CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	ENSG00000240972	ENSG00000173530	True	False	True	I2D,IntAct	False	1.5																
501	CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	ENSG00000184500	ENSG00000167601	True	False	True	guidetopharmacology.org	False	1.5																
502	CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	ENSG00000115138	ENSG00000258839	True	False	True	curated	False	1.5																
